rank,uei,vendor,amount_M_lifetime,primary_naics,naics_desc,naics_2digit,naics_4digit,naics_sector_label,cage,country,lookup_status
,YULJLSW1N2G4,CYGNUS L.L.C.,0.39,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,2X707,USA,ok
,DV6YQV71ME11,Mar-Vac Products Inc,1.852,,,,,Unknown,,,not_found
,G9N1X873CYJ6,THE TIMKEN COMPANY,0.643,332991,Ball and Roller Bearing Manufacturing,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,4F549,USA,ok
,U8SDJVH8SQ19,CITY ELECTRIC SUPPLY COMPANY,0.366,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",42,4236,Wholesale Trade,6XDR0,USA,ok
,RGFBAKWWL465,MARITIME APPLIED PHYSICS CORPORATION,0.505,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",54,5417,Professional/Scientific/Technical Services,0E3P8,USA,ok
,TMDVSPNEFR69,"Ives Equipment, LLC",0.685,423840,Industrial Supplies Merchant Wholesalers,42,4238,Wholesale Trade,1H855,USA,ok
,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",1.441,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,93812,USA,ok
,N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,0.35,332111,Iron and Steel Forging ,33,3321,Manufacturing — Machinery/Electronics/Transport Eq,7ZDB6,USA,ok
,VWX3JEES4FF7,TRIMAN INDUSTRIES INC,0.343,423710,Hardware Merchant Wholesalers ,42,4237,Wholesale Trade,0ZBE8,USA,ok
,XK8VBJ94L4E9,ASI MARINE & INDUSTRIAL INC,0.591,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,51214,USA,ok
,TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,0.328,334519,Other Measuring and Controlling Device Manufacturing ,33,3345,Manufacturing — Machinery/Electronics/Transport Eq,51518,USA,ok
,M8ZHL8ZXGQP5,"CHROMALOX, INC.",0.922,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,65586,USA,ok
,E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,0.655,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",42,4236,Wholesale Trade,7A280,USA,ok
,MUD4KL77FK98,TURNBULL LLC,0.311,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,5BWU1,USA,ok
,DD7KGPMP93C1,Heh Holdings LLC,2.498,,,,,Unknown,,,not_found
,ED16VKVTCHC8,ECI DEFENSE GROUP INC,0.3,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,42,4238,Wholesale Trade,3SDB5,USA,ok
,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",0.35,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,0SG78,USA,ok
,HNJDANSKDZK9,"SPECTRONICS, INC.",0.935,,,,,Unknown,,,not_found
,XNR9ZJ9VKZG5,"TEMEKU TECHNOLOGIES, INC.",0.277,,,,,Unknown,,,not_found
,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",0.276,334417,Electronic Connector Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,08RC6,USA,ok
,W547TUQXJ8Y4,CARVER PUMP COMPANY (INC),0.35,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,10941,USA,ok
,LGEFMM39NGN4,ANIXTER INC,0.269,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",42,4236,Wholesale Trade,1S3E3,USA,ok
,FNQSY3S2MCM9,"STS OPERATING, INC.",0.458,333996,Fluid Power Pump and Motor Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,3QTJ8,USA,ok
,KHK8QYLFGLU1,ROLLS-ROYCE HOLDINGS PLC,1.422,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,63005,USA,ok
,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,0.358,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",42,4233,Wholesale Trade,5Z696,USA,ok
,WAK3LFCLKJR4,BELL STEEL COMPANY,0.689,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,2F427,USA,ok
,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",0.244,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,82692,USA,ok
,N3K7U4MKPSE4,"J & R TOOL, INC",0.244,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,03LK9,USA,ok
