piid,in_scope_17,pop_state_code,pop_country_code,dollars,records
0078,no,MD,USA,5573.22,1
0078,no,VA,USA,-9152.88,1
0079,no,CA,USA,-60659.16,1
0081,no,CT,USA,-11615.0,1
0082,no,MA,USA,0.0,2
0085,no,MA,USA,0.0,1
0088,no,NULL,BHR,194969.0,2
0088,no,MA,USA,0.0,1
0089,no,MA,USA,78030.0,1
0090,no,MA,USA,91100.0,1
0093,no,RI,USA,-288.3,1
0093,no,CA,USA,-2589423.96,1
0094,no,NC,USA,10325.38,1
0095,no,SC,USA,-27866.96,1
0097,no,NC,USA,-43907.67,1
0098,no,NC,USA,-42526.54,1
00A3,no,FL,USA,17064.69,2
00A4,no,FL,USA,-30260.39,4
00A4,no,OK,USA,-141472.5,1
00A5,no,HI,USA,0.0,2
00A5,no,FL,USA,-15984.53,1
00A6,no,HI,USA,-37014.53,2
00A7,no,FL,USA,-12500.28,3
00A7,no,NULL,JPN,-58989.25,1
0100,no,DC,USA,26390.0,2
0100,no,SC,USA,-2666.98,1
0100,no,CA,USA,-8369.66,1
0102,no,MD,USA,125843.0,3
0102,no,NC,USA,-3189.91,1
0104,no,NC,USA,-9560.16,1
0107,no,CA,USA,0.0,2
0109,no,CA,USA,-24629.06,1
0109,no,NC,USA,-111656.66,1
0110,no,NC,USA,-11790.56,1
0111,no,SC,USA,-13540.38,1
0111,no,CA,USA,-19136.3,1
0112,no,NC,USA,-67519.08,1
0113,no,CA,USA,-13800.39,1
0114,no,NC,USA,-16527.95,1
0115,no,NC,USA,-230.68,1
0117,no,CA,USA,-3482.18,1
0118,no,NC,USA,-51972.87,1
0120,no,NC,USA,-90011.38,1
0121,no,PA,USA,-8400.35,1
0121,no,NC,USA,-108552.08,1
0122,no,NC,USA,-89.95,1
0123,no,NC,USA,-52623.49,1
0124,no,NC,USA,-1056.49,1
0125,no,NC,USA,-31271.08,1
0126,no,NC,USA,-25974.82,1
0127,no,NC,USA,-150595.69,1
0140,no,CA,USA,-57777.42,1
0154,no,CA,USA,-149163.92,1
0155,no,CA,USA,-45300.0,1
0163,no,CA,USA,4245.68,1
0180,no,SC,USA,-7700.0,1
0184,no,NJ,USA,-5313.0,1
0218,no,VA,USA,-2710.26,1
0219,no,VA,USA,-6892.61,1
0223,no,VA,USA,-2956.66,1
0229,no,VA,USA,-6327.29,1
0237,no,VA,USA,-25000.0,1
0239,no,VA,USA,-25000.0,1
0279,no,VA,USA,-2604.8,1
0285,no,VA,USA,-3608.0,1
0286,no,VA,USA,-454.8,1
0294,no,VA,USA,-1664.95,1
0300,no,VA,USA,-2533.36,1
0312,no,VA,USA,-752.33,1
0315,no,VA,USA,-5406.65,1
0318,no,VA,USA,-8465.54,1
0335,no,CA,USA,25902.68,1
0407,no,SC,USA,-6500.0,1
0410,no,SC,USA,-2482.47,1
0412,no,VA,USA,-11633.14,1
0421,no,VA,USA,38911.71,1
0601,no,VA,USA,5723.96,1
0602,no,VA,USA,0.0,1
0606,no,VA,USA,-122.43,1
0777,no,TX,USA,-224.49,1
0810,no,VA,USA,-1759.03,1
0811,no,VA,USA,59400.13,2
0862,no,TX,USA,-104.19,1
1000,no,PA,USA,0.0,4
1000,no,CT,USA,0.0,1
1001,no,PA,USA,0.0,1
1002,no,OH,USA,43201.91,1
1002,no,GA,USA,-2600.0,1
1002,no,CT,USA,-5000.0,1
1004,no,OH,USA,221997.42,1
1006,no,CT,USA,0.0,1
1007,no,CT,USA,-3647.0,4
1007,no,NULL,GBR,-129201.42,1
1008,no,CT,USA,-5434.0,4
1009,no,CT,USA,0.0,1
1009,no,OH,USA,-2880.0,1
1010,no,OH,USA,20458.91,1
1010,no,HI,USA,-48729.0,1
1010,no,NULL,GBR,-65128.0,2
1011,no,CT,USA,1302.0,1
1012,no,CT,USA,-9429.0,4
1013,no,OH,USA,291506.0,2
1013,no,CT,USA,33442.8,2
1013,no,VA,USA,0.0,1
1014,no,MA,USA,0.0,1
1014,no,OH,USA,-73775.97,1
1015,no,CT,USA,85021.0,2
1015,no,OH,USA,-25865.1,2
1016,no,CT,USA,0.0,1
1017,no,CT,USA,-48515.0,4
1018,no,CT,USA,-5322.0,2
1019,no,CT,USA,-53867.0,3
1021,no,MA,USA,-57820.0,1
1022,no,CT,USA,0.0,3
1022,no,MA,USA,-112330.0,2
1023,no,MA,USA,5680.0,3
1023,no,CT,USA,0.0,2
1024,no,SC,USA,0.0,1
1024,no,VA,USA,0.0,1
1024,no,MA,USA,0.0,2
1025,no,NJ,USA,0.0,1
1025,no,CT,USA,0.0,2
1025,no,MA,USA,0.0,1
1026,no,CT,USA,0.0,2
1028,no,CT,USA,0.0,1
1030,no,PA,USA,29934.0,2
1030,no,CT,USA,0.0,1
1032,no,CT,USA,0.0,3
1033,no,CT,USA,-13952.0,4
1034,no,CT,USA,-27375.0,6
1035,no,CT,USA,0.0,2
1036,no,CT,USA,58980.0,3
1037,no,CT,USA,-87860.6,4
1038,no,PA,USA,239000.0,3
1038,no,NY,USA,123103.0,1
1038,no,CT,USA,17208.0,1
1039,no,CT,USA,-33442.0,4
1040,no,CT,USA,-6881.0,6
1041,no,CT,USA,1074.99,3
1042,no,CT,USA,-9492.0,2
1043,no,CT,USA,-12867.0,2
1044,no,CT,USA,0.0,3
1045,no,PA,USA,0.0,1
1045,no,CT,USA,-9607.0,3
1046,no,CT,USA,-41457.0,5
1047,no,CT,USA,-37922.02,9
1048,no,CT,USA,0.0,1
1049,no,CT,USA,0.0,2
1050,no,CT,USA,-533.0,2
1053,no,PA,USA,13232.0,1
1054,no,NULL,BHR,0.0,1
1063,no,PA,USA,256464.0,1
1073,no,KY,USA,-2856.0,5
1078,no,CT,USA,0.0,1
1084,no,CT,USA,-5283.0,3
1087,no,CT,USA,0.0,1
1089,no,KY,USA,2096.0,1
1089,no,CT,USA,-4850.0,1
1092,no,CT,USA,0.0,1
1094,no,KY,USA,-6158.0,1
1095,no,CT,USA,0.0,2
1101,no,CT,USA,-1106.7,3
1102,no,VA,USA,-1950.77,1
1103,no,CT,USA,-3448.68,1
1104,no,CT,USA,-2417.39,1
1105,no,CT,USA,-1666.35,1
1108,no,CT,USA,-8885.28,2
1109,no,CT,USA,-1256.99,1
1110,no,CT,USA,-571.96,2
1111,no,CT,USA,-8736.66,1
1112,no,CT,USA,-4831.81,1
1113,no,CT,USA,-9809.26,1
1116,no,VA,USA,-48012.62,1
1117,no,VA,USA,-8530.15,1
1119,no,CT,USA,-6457.83,1
1120,no,CT,USA,-4084.57,1
1121,no,CT,USA,-3046.56,1
1121,no,KY,USA,-33514.0,1
1122,no,VA,USA,-8104.57,1
1123,no,VA,USA,-20164.06,1
1124,no,VA,USA,-786.37,1
1124,no,KY,USA,-15414.0,1
1125,no,VA,USA,-552.7,1
1127,no,VA,USA,-804.49,1
1130,no,KY,USA,-1523.0,1
1132,no,KY,USA,45849.0,2
1133,no,KY,USA,-14092.0,1
1134,no,KY,USA,-4207.0,1
1136,no,KY,USA,-213.0,1
1141,no,KY,USA,6026.0,1
1142,no,KY,USA,29997.0,2
1143,no,KY,USA,30122.0,1
1146,no,KY,USA,14758.0,1
1147,no,KY,USA,-5844.0,2
1151,no,KY,USA,-30404.0,1
1152,no,KY,USA,-5408.0,1
1153,no,KY,USA,-72897.0,1
1154,no,KY,USA,-4419.0,5
1155,no,KY,USA,-41685.0,2
1156,no,KY,USA,-29773.0,3
1159,no,KY,USA,-12631.0,1
1160,no,KY,USA,-2947.0,1
1161,no,KY,USA,35773.0,2
1164,no,KY,USA,9489.0,1
1165,no,KY,USA,-15176.0,1
1166,no,KY,USA,-6905.0,1
1168,no,KY,USA,-51783.0,2
1169,no,KY,USA,3538.0,1
1170,no,KY,USA,-7000.0,1
1174,no,KY,USA,3992.0,1
1175,no,KY,USA,6334.0,1
1176,no,KY,USA,-17828.0,2
1178,no,KY,USA,-4181.0,2
1179,no,KY,USA,56322.0,2
1180,no,KY,USA,29354.0,2
1181,no,KY,USA,-14678.0,3
1182,no,KY,USA,-5205.0,1
1183,no,KY,USA,-21000.0,1
1185,no,KY,USA,-390221.0,3
1186,no,KY,USA,3438.0,3
1189,no,KY,USA,12804.0,1
1193,no,KY,USA,-7500.0,1
1195,no,KY,USA,25901.0,1
1196,no,KY,USA,-7500.0,1
1197,no,KY,USA,-14554.0,2
1201,no,VA,USA,-25721.79,1
1202,no,CT,USA,-1528.32,1
1203,no,CT,USA,-4050.67,1
1205,no,CT,USA,-38326.73,1
1207,no,CT,USA,-4837.44,1
1208,no,VA,USA,-20588.99,1
1209,no,VA,USA,-785.56,1
1211,no,VA,USA,-3614.14,1
1212,no,VA,USA,-925.66,1
1214,no,CT,USA,-3696.31,1
1215,no,VA,USA,-3125.04,1
1216,no,MA,USA,-29079.29,1
1218,no,CT,USA,-204.92,1
1219,no,VA,USA,-1544.64,1
1220,no,VA,USA,-32977.34,1
1221,no,VA,USA,-21978.08,1
1224,no,VA,USA,-378.75,1
1226,no,CT,USA,-10845.74,1
1227,no,VA,USA,-221.06,1
1228,no,MA,USA,-615.14,1
1301,no,MA,USA,-6896.27,1
1302,no,MA,USA,-1144.68,1
1303,no,MA,USA,-17991.83,1
1304,no,MA,USA,-20236.68,1
1305,no,MA,USA,-14066.02,1
1306,no,MA,USA,-1183.27,1
1307,no,MA,USA,-36783.64,1
1308,no,MA,USA,-3790.3,1
1309,no,MA,USA,-4700.39,1
1310,no,MA,USA,-1882.64,1
1311,no,MA,USA,-645.77,1
1312,no,MA,USA,-25882.2,1
1313,no,MA,USA,-30750.57,1
1314,no,MA,USA,-9422.25,1
1315,no,MA,USA,-26638.95,1
1316,no,MA,USA,-25932.55,1
1317,no,MA,USA,-14010.06,1
1319,no,MA,USA,-566.2,1
1320,no,MA,USA,-3992.16,1
1321,no,DC,USA,-939.93,1
1324,no,CT,USA,-9566.97,1
1326,no,MA,USA,-29322.86,1
1328,no,MA,USA,-11300.99,1
1329,no,MA,USA,-440.51,1
1330,no,MA,USA,-3056.44,1
1331,no,MA,USA,-5872.02,1
1333,no,MA,USA,-75467.88,1
1334,no,MA,USA,-3985.89,1
1334,no,VA,USA,-8820.36,1
1335,no,VA,USA,-3996.14,1
1336,no,MA,USA,-7353.67,1
1337,no,MA,USA,-5995.87,1
1369,no,VA,USA,-2041.8,1
1401,no,MA,USA,-6652.27,1
1402,no,MA,USA,-327.86,1
1403,no,MA,USA,-133350.25,1
1404,no,MA,USA,-7790.85,1
1405,no,MA,USA,-16279.44,1
1406,no,MA,USA,-9941.4,1
1407,no,MA,USA,-273.69,1
1408,no,MA,USA,-9758.51,1
1409,no,MA,USA,-2589.97,1
1410,no,MA,USA,-4354.73,1
1411,no,MA,USA,-5528.26,1
1412,no,MA,USA,-8123.9,1
1413,no,MA,USA,-454.54,1
1414,no,MA,USA,-9099.57,1
1415,no,MA,USA,-872.59,1
1416,no,MA,USA,-16111.73,1
1419,no,MA,USA,-36561.01,1
1420,no,MA,USA,-217.96,1
1421,no,MA,USA,-613.6,1
1422,no,MA,USA,-138.48,1
1423,no,MA,USA,-2381.52,1
1424,no,MA,USA,-3732.66,1
1425,no,NULL,KOR,-1762.02,1
1501,no,MA,USA,-14426.82,1
1502,no,MA,USA,-15088.05,1
1503,no,MA,USA,-526.63,1
1504,no,MA,USA,-13677.55,1
1505,no,MA,USA,-23469.78,1
1506,no,MA,USA,-2291.19,1
1507,no,MA,USA,-570.73,1
1508,no,MA,USA,-344.5,1
1509,no,MA,USA,-412.17,1
1510,no,MA,USA,-390.36,1
1511,no,MA,USA,-601.26,1
1512,no,MA,USA,-9421.25,1
1514,no,MA,USA,-399.65,1
1515,no,MA,USA,-21745.21,1
1516,no,MA,USA,-82564.68,1
1517,no,MA,USA,-34.75,1
1518,no,MA,USA,-54280.35,1
1519,no,MA,USA,-49981.95,1
1520,no,MA,USA,-19850.04,1
1521,no,MA,USA,-699.04,1
1522,no,MA,USA,-822.91,1
1523,no,MA,USA,-9698.27,1
1524,no,MA,USA,-52.96,1
1525,no,MA,USA,-1726.04,1
1526,no,MA,USA,-70982.61,1
1527,no,MA,USA,-574.93,1
1528,no,CT,USA,-27734.38,1
1529,no,MA,USA,-4087.63,1
1710,no,CA,USA,0.0,1
2002,no,CA,USA,-114694.07,1
2003,no,CA,USA,-48132.0,1
3001,no,CT,USA,-339.61,1
3002,no,CA,USA,-178.08,1
3003,no,CA,USA,-27465.46,2
3013,no,VA,USA,-7873.54,1
3014,no,VA,USA,-1150.64,1
3015,no,CT,USA,-3735.31,1
3016,no,VA,USA,-12872.01,1
3017,no,CT,USA,-9594.77,1
3019,no,VA,USA,-14603.84,1
3020,no,VA,USA,-7294.2,1
3021,no,CT,USA,-8621.53,1
3023,no,CT,USA,-1103.09,1
3024,no,CT,USA,-4385.31,1
3025,no,CT,USA,-4765.0,1
3026,no,WA,USA,-477.02,1
3027,no,VA,USA,-3173.8,1
3028,no,VA,USA,-836.02,1
3029,no,RI,USA,-2043.12,1
3030,no,CT,USA,-1865.49,1
3031,no,CT,USA,-3783.57,1
3032,no,VA,USA,-41616.38,1
3033,no,CT,USA,-129.16,1
3034,no,CT,USA,-1863.92,1
3035,no,CT,USA,-8768.32,1
3036,no,VA,USA,-1620.76,1
3037,no,VA,USA,-2699.64,1
3038,no,VA,USA,-4989.79,1
3039,no,CT,USA,-516.7,1
3040,no,VA,USA,-813.98,1
3041,no,VA,USA,-17189.52,1
3042,no,CT,USA,-21491.34,1
3043,no,CA,USA,-135.03,1
3044,no,CT,USA,-20839.64,1
3045,no,VA,USA,-118.62,1
3046,no,VA,USA,-4757.92,1
3047,no,VA,USA,-2905.66,1
3048,no,VA,USA,-8518.83,1
3049,no,WA,USA,-2164.04,1
3050,no,CT,USA,-2784.84,1
3051,no,CT,USA,-8207.99,1
3052,no,VA,USA,-2942.56,1
3053,no,CT,USA,-2717.46,1
3054,no,CT,USA,-113.96,1
3055,no,CT,USA,-166.18,1
3056,no,VA,USA,-538.5,1
3057,no,DC,USA,-7122.31,1
3058,no,CT,USA,-25199.33,1
3059,no,VA,USA,-1145.11,1
3060,no,CT,USA,-3140.61,1
3061,no,CT,USA,-7622.81,1
3065,no,CT,USA,-4312.14,1
3066,no,VA,USA,-1942.56,1
3068,no,VA,USA,-423.39,1
4001,no,VA,USA,-1951.64,1
4003,no,VA,USA,-878.29,1
4004,no,VA,USA,-1402.26,1
4005,no,VA,USA,-9152.28,1
4006,no,VA,USA,-20174.38,1
4007,no,VA,USA,-126417.85,1
4008,no,CT,USA,-3415.72,1
4009,no,VA,USA,-600.53,1
4010,no,CT,USA,-80114.3,1
4011,no,CT,USA,-8349.95,1
4012,no,VA,USA,-6135.9,1
4013,no,VA,USA,-10230.92,1
4014,no,VA,USA,-67931.16,1
4017,no,VA,USA,-15903.76,1
4018,no,CT,USA,-413.74,1
4019,no,VA,USA,-1307.69,1
4020,no,CT,USA,-12747.39,1
4021,no,VA,USA,-20501.29,1
4022,no,CT,USA,-782.63,1
4023,no,CT,USA,-17906.9,1
4024,no,VA,USA,-108.49,1
4025,no,CT,USA,-8978.6,1
4026,no,VA,USA,-3725.66,1
4027,no,VA,USA,-21362.87,1
4028,no,VA,USA,-6434.07,1
4029,no,CT,USA,-7270.37,1
4030,no,VA,USA,-2653.14,1
4031,no,VA,USA,-16704.29,1
4032,no,CT,USA,-2107.6,1
4033,no,CT,USA,-10087.33,1
4034,no,CT,USA,-1154.75,1
4035,no,CT,USA,-13539.77,1
4036,no,CT,USA,-1383.64,1
4037,no,CT,USA,-4739.92,1
4038,no,VA,USA,-3237.41,1
4039,no,CT,USA,-43.16,1
4040,no,CT,USA,-1929.99,1
4041,no,VA,USA,-17465.98,1
4042,no,VA,USA,-16885.41,1
