program,work_type,lane_gate,rank,vendor_name,vendor_uei,status,dollars_fy22_25_$M,n_awards_fy22_25,median_interaward_days,first_award_fy,last_award_date,also_active_other_program,piids,why_competable
ddg,hvac,COMPONENT-TIER,6,ASPEQ HEATING GROUP LLC,DTCND1MN7J15,exited,2.533,11,15.5,2013,2023-03-22,True,N0002413C2307;N0002418C2307,8 credible entrants took 15% of FY22-25 lane dollars; top tier locked; component tier shows entry (8 entrants); median re-buy 26d
ddg,hvac,COMPONENT-TIER,7,HOWDEN AMERICAN FAN COMPANY,ZTPLJJTAD2F4,entrant,2.0,17,30,2023,2026-03-06,False,N0002413C2305;N0002418C2305;N0002418C2307;N0002419C2322;N0002419C4452,8 credible entrants took 15% of FY22-25 lane dollars; top tier locked; component tier shows entry (8 entrants); median re-buy 26d
ddg,hvac,COMPONENT-TIER,8,ELECTRIC HEATER CO,RJGEKQDTZKT8,entrant,1.251,4,8.5,2024,2024-08-16,True,N0002423C2307,8 credible entrants took 15% of FY22-25 lane dollars; top tier locked; component tier shows entry (8 entrants); median re-buy 26d
ddg,hvac,COMPONENT-TIER,9,HOWDEN AMERICAN FAN COMPANY,L232ZUA5KLW3,entrant,1.25,1,,2023,2022-10-28,False,N0002419C4452,8 credible entrants took 15% of FY22-25 lane dollars; top tier locked; component tier shows entry (8 entrants); median re-buy 26d
ddg,hvac,COMPONENT-TIER,10,INDEECO LLC,FLMQAKFEMG64,entrant,1.045,4,206,2023,2025-09-22,False,N0002418C2307;N0002423C2307,8 credible entrants took 15% of FY22-25 lane dollars; top tier locked; component tier shows entry (8 entrants); median re-buy 26d
ddg,piping,COMPETABLE,1,RIX INDUSTRIES,V1MQFNQB56Z5,incumbent,20.154,19,164.5,2013,2026-03-03,True,N0002411C2309;N0002413C2307;N0002418C2307;N0002419C2322;N0002419C4452;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,2,"MAXIM EVAPORATORS OF AMERICA, LLC",J645RTMFWMW1,incumbent,19.597,14,240.5,2017,2025-04-30,False,N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,3,"THE HILLER COMPANIES, LLC",SSD8KRDXKG46,entrant,18.129,23,30,2022,2025-06-25,False,N0002413C2305;N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,4,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7,incumbent,17.883,18,119.5,2013,2025-02-06,True,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,5,"LESLIE CONTROLS, INC.",GU5YDKH7GPF1,entrant,17.325,32,9.5,2024,2026-01-28,True,N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,6,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,FCK2D4PSV1L2,entrant,15.328,26,55.0,2024,2026-02-25,True,N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,7,AIR & LIQUID SYSTEMS CORPORATION,M4ELQDG7JLM5,entrant,14.365,12,83,2020,2024-10-15,False,N0002418C2307;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,8,THE ENTWISTLE COMPANY LLC,JRUCKDSNXKD5,entrant,13.555,27,62,2022,2025-11-25,True,N0002418C2305;N0002418C2307;N0002419C2322;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,9,"MAROTTA CONTROLS, INC.",Q35JL9GFCAK3,incumbent,12.252,80,21,2013,2025-09-24,True,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307;N0002419C2322;N0002419C4452;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,piping,COMPETABLE,10,"MORPAC INDUSTRIES, INC.",FGNQE3RF1FK5,incumbent,10.299,16,79,2013,2025-07-16,False,N0002413C2307;N0002418C2307;N0002419C4452;N0002423C2307,fragmented lane (HHI 0.04); 32 credible entrants took 50% of FY22-25 lane dollars; median re-buy 78d
ddg,structural,COMPETABLE,1,"LAKE SHORE SYSTEMS, INC.",EZN9VQG18FN1,reported-entrant (likely incumbent),27.872,69,8.0,2024,2025-04-30,False,N0002413C2305;N0002413C2307;N0002418C2307;N0002419C4452;N0002423C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,2,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",QNF5KM7YJSN7,incumbent,16.85,58,17,2015,2026-01-21,False,N0002411C2309;N0002413C2307;N0002414C4313;N0002418C2307;N0002419C2322;N0002419C4452,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,3,GULF COPPER & MANUFACTURING CORPORATION,QKJUKKE5WPA8,entrant,16.121,11,14.5,2025,2025-12-18,False,N0002418C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,4,"LAKE SHORE SYSTEMS, INC.",YELYMYLF82L9,exited,13.811,40,21,2017,2023-09-25,False,N0002411C2309;N0002413C2307;N0002414C4313;N0002418C2305;N0002418C2307;N0002419C2322;N0002419C4452,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,5,"J.F. LEHMAN & COMPANY, INC.",KN4DLHTLNCS8,exited,13.066,38,28.0,2013,2023-09-13,True,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307;N0002419C2322;N0002419C4452,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,6,ALFA LAVAL INC,CKNVB8P26F26,entrant,12.577,7,40,2024,2025-02-27,False,N0002423C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,7,PEERLESS MFG CO,VBRHLB2HLEM4,entrant,10.219,12,125,2023,2025-07-31,False,N0002418C2307;N0002423C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,8,"STEELFAB, INC.",EVZMB1757DW5,entrant,8.703,1,,2022,2022-05-16,True,N0002418C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,9,BAE SYSTEMS PLC,HPDLRXR4FYX5,entrant,8.265,1,267,2025,2025-12-17,True,N0002418C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
ddg,structural,COMPETABLE,10,JUNIPER ELBOW CO. INC.,KLDTZDR12ZB7,incumbent,8.173,42,24,2013,2025-06-26,False,N0002411C2307;N0002413C2307;N0002418C2307;N0002423C2307,fragmented lane (HHI 0.06); 23 credible entrants took 44% of FY22-25 lane dollars; median re-buy 79d
submarines,castings,SEEDED,1,SCOT FORGE COMPANY,N1PJDANWUJ61,incumbent,167.995,361,5,2016,2025-08-21,True,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,2,LEHIGH HEAVY FORGE CORP,CDVZLNCU7Z44,entrant,13.513,15,62,2022,2025-01-02,False,N0002417C2100;N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,3,"D. W. CLARK, INC",MKDGDE6K34N5,incumbent,11.407,55,21,2018,2025-07-30,False,N0002417C2100;N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,4,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9,incumbent,11.214,38,24.0,2016,2025-02-18,True,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,5,PRL INDUSTRIES INC,CXK2Y51KDBW1,entrant,9.816,10,64,2022,2025-03-19,False,N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,6,LENAPE FORGED PRODUCTS CORP,GR2CKSBB4MB5,incumbent,5.898,25,42,2017,2025-08-21,False,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,7,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",HTR5K76FMH84,incumbent,3.68,20,60.0,2016,2025-08-08,False,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,8,THE CARONDELET FOUNDRY CORPORATION,S9FENR91JGV9,entrant,0.868,4,253,2023,2025-01-14,False,N0002417C2117,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,castings,SEEDED,9,ELLWOOD NATIONAL FORGE COMPANY,SVXNHLLWX953,entrant,0.08,1,,2024,2024-06-27,True,N0002424C2110,5 credible entrants took 10% of FY22-25 lane dollars; locked incumbents but active Navy/BFA seeding (2 evidence items); median re-buy 56d
submarines,coatings,COMPETABLE,1,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3,incumbent,116.963,109,26,2016,2025-02-11,True,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002419C2115;N0002424C2110,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,2,GOODRICH CORP,EGAVSJTA2D81,reported-entrant (likely incumbent),64.945,29,25,2021,2024-08-06,True,N0002417C2100;N0002417C2117,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,3,"GLOBE COMPOSITE SOLUTIONS, LLC",FLDEFFBLR5P3,exited,57.267,16,33.0,2016,2023-11-07,False,N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,4,"OIL STATES INDUSTRIES, INC.",G9HKMXL5L973,reported-entrant (likely incumbent),28.928,64,21,2021,2025-08-20,False,N0002417C2100;N0002417C2117;N0002424C2110,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,5,"OIL STATES INTERNATIONAL, INC.",XFMBL7A963X9,exited,14.207,23,21.5,2016,2023-11-21,False,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,6,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5,incumbent,9.989,22,78.0,2016,2025-06-23,True,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",ZVFUENFF77T1,entrant,7.797,10,70,2023,2025-01-22,True,N0002417C2100;N0002417C2117,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,8,TOTAL SA,E86GJS762JJ5,entrant,6.871,4,117,2022,2023-11-21,True,N0002417C2100;N0002417C2117,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,9,EVONIK CORPORATION,KZGEJ29ND6K3,entrant,2.228,11,144.0,2022,2025-01-06,False,N0002416C2111;N0002417C2100,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,coatings,COMPETABLE,10,RAG-STIFTUNG,VLY1XBVNLJK8,exited,1.808,9,60.5,2017,2021-09-28,False,N0002412C2115;N0002416C2111;N0002417C2100,3 credible entrants took 5% of FY22-25 lane dollars; median re-buy 60d
submarines,electrical,COMPONENT-TIER,1,NORTHROP GRUMMAN CORPORATION,NKVZLJL93QT6,incumbent,1285.739,52,17.5,2016,2024-12-02,False,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002424C2110,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,2,LEONARDO SPA,W8PTMRME1496,incumbent,483.267,102,15.0,2016,2025-04-10,True,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002419C2115;N0002424C2110,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,3,CATERPILLAR INC,D77VA4G9VJG8,entrant,19.516,12,45,2022,2024-07-16,False,N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,4,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",WVW5FMYALEL6,incumbent,19.188,10,104,2017,2024-10-04,True,N0002416C2111;N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,5,ESPEY MFG AND ELECTRONICS CORP,Z89SS59265U9,incumbent,13.942,39,32,2017,2025-06-30,True,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,6,AGI UK ACQUISITION LIMITED,KDNEW5AC1X41,exited,10.298,4,117,2017,2021-09-07,False,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,7,"FOSTER-MILLER, INC.",XDF1FRDG8KK4,entrant,9.165,9,48.5,2022,2025-06-19,False,N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,8,KSARIA CORPORATION,NTREK31GP8N3,incumbent,8.873,29,56,2016,2024-10-15,True,N0002412C2115;N0002417C2100;N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,9,AMPHENOL CORPORATION,CT5WNUADNZ44,entrant,8.27,5,93.0,2022,2023-06-21,False,N0002417C2100;N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,electrical,COMPONENT-TIER,10,"BRANTNER AND ASSOCIATES, INC.",RXA2JHPN9JD3,entrant,8.102,27,21.5,2022,2025-01-22,False,N0002417C2100;N0002417C2117,20 credible entrants took 4% of FY22-25 lane dollars; top tier locked; component tier shows entry (20 entrants); median re-buy 78d
submarines,machining,COMPETABLE,1,"ADVANCE MFG.CO., INC.",MMCKJNNMSG23,incumbent,47.946,219,8,2016,2025-08-14,False,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,2,"B & F MACHINE CO., INC.",K3XPS1HXNBF3,incumbent,31.37,175,8,2016,2025-08-22,False,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,3,WAUKESHA BEARINGS CORPORATION,F76KN7T9YP64,entrant,22.255,16,17,2022,2024-10-09,False,N0002417C2100;N0002417C2117;N0002424C2110,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,4,HAMILL MANUFACTURING COMPANY,E84NNWLU6RK3,exited,12.734,5,138.5,2019,2021-03-31,False,N0002419C2114;N0002419C2115,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,5,WÄRTSILÄ OYJ ABP,GCWKULHML2S3,exited,10.99,9,66,2016,2021-10-22,True,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,6,GENERAL TOOL COMPANY,FWF8QBPCGLG3,incumbent,9.045,42,33,2017,2025-08-07,True,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,7,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,VXHFDAKS2LZ6,entrant,8.326,6,330,2022,2025-01-09,False,N0002417C2100;N0002417C2117,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
submarines,machining,COMPETABLE,8,"GUILL TOOL & ENGINEERING CO, INC.",NVPEBL51CSF8,incumbent,7.076,108,15.5,2016,2025-08-15,False,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110,fragmented lane (HHI 0.11); 18 credible entrants took 31% of FY22-25 lane dollars; median re-buy 52d
