line_item_id,source_book_fy,exhibit,measure,unit,observed_fy,column_role,amount_type,amount,dollars_basis,page,source_id,extract_run_id,row_hash
3569M11101,2022,P-40,gross_weapon_system_cost,USD_millions,,total,total,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,8989a8c6474e13df
3569M11101,2022,P-40,net_procurement_p1,USD_millions,,prior_years,prior_year,94.244,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,62f557e8a8670291
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2020,actual,actual,42.232,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,ddc68d20e9195765
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2021,enacted,enacted,40.91,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,22f57fad6e69a7f3
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2022,request_base,request,44.409,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,621da1e53a9d01e0
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2022,request_oco,request,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,7d0ab2602c9319af
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2022,request_total,request,44.409,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2bd294775624ece8
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d7b02aa0a191f77e
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,30c4fe67877e6cb5
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,cd16d0cc0a084026
3569M11101,2022,P-40,net_procurement_p1,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,b5c1553e314c7ebe
3569M11101,2022,P-40,net_procurement_p1,USD_millions,,to_complete,to_complete,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d3ced07accc423e1
3569M11101,2022,P-40,net_procurement_p1,USD_millions,,total,total,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,165d86d9253f5e12
3569M11101,2022,P-40,total_obligation_authority,USD_millions,,prior_years,prior_year,94.244,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,388d1ea8b0532490
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2020,actual,actual,42.232,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d135b353656fc6e5
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2021,enacted,enacted,40.91,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,a44e45e9fab66621
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2022,request_base,request,44.409,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,af30ccedf36f0b88
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2022,request_oco,request,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,1cd8e06332c31344
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2022,request_total,request,44.409,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,50d46e20b6335526
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,8317be2fa2afc1b5
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d47fa3e6432d7aaa
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4f1e4fd223a89948
3569M11101,2022,P-40,total_obligation_authority,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,de534bdae7eb1b12
3569M11101,2022,P-40,total_obligation_authority,USD_millions,,to_complete,to_complete,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,6e1f74b731c89eb6
3569M11101,2022,P-40,total_obligation_authority,USD_millions,,total,total,0.0,then_year,375,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,747e19dfc1130efc
8211R01001,2022,P-40,procurement_qty,units,,prior_years,prior_year,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,811bd3295e24bf0d
8211R01001,2022,P-40,procurement_qty,units,2020,actual,actual,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,be3f3d44c1e50f82
8211R01001,2022,P-40,procurement_qty,units,2021,enacted,enacted,2.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,ff91bfb04698511f
8211R01001,2022,P-40,procurement_qty,units,2022,request_base,request,2.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,07cca3d2c89ab630
8211R01001,2022,P-40,procurement_qty,units,2022,request_oco,request,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4f792502e073db21
8211R01001,2022,P-40,procurement_qty,units,2022,request_total,request,2.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,b2a13c4070874b27
8211R01001,2022,P-40,procurement_qty,units,2023,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,1b601f2e636ee7db
8211R01001,2022,P-40,procurement_qty,units,2024,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2a187077137754aa
8211R01001,2022,P-40,procurement_qty,units,2025,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,c8302375f6d567d4
8211R01001,2022,P-40,procurement_qty,units,2026,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4ec0dff4ec527c8d
8211R01001,2022,P-40,procurement_qty,units,,to_complete,to_complete,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,ef2b78610cae1b67
8211R01001,2022,P-40,procurement_qty,units,,total,total,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,9b90dccc73f21fcf
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,,prior_years,prior_year,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d545f87bcdba2f61
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2020,actual,actual,14.185,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,aeef60a3c46924e3
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2021,enacted,enacted,76.576,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,41b4c8151d67d725
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_base,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4b033f83b0679f88
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_oco,request,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,847d058106779c6e
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_total,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e0c69db144b70047
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2179a4aa9ea724b1
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,74c067e54262a12c
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,da6208cc0903e95d
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,a5ace0c1648fae2d
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,,to_complete,to_complete,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d0742168c7a62e4b
8211R01001,2022,P-40,gross_weapon_system_cost,USD_millions,,total,total,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,11dca3df04a78daf
8211R01001,2022,P-40,net_procurement_p1,USD_millions,,prior_years,prior_year,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2c475efc8b8bcd4f
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2020,actual,actual,14.185,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,051e89cfcb272638
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2021,enacted,enacted,76.576,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,1201a943b31aa9a8
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2022,request_base,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,82c9688155d95ec3
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2022,request_oco,request,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d312c9614fa22dd4
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2022,request_total,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,963a00e8f086e650
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,c2f739d5c20731b0
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,689bb75c0ac6f5b4
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4142b4b2ffdb81c6
8211R01001,2022,P-40,net_procurement_p1,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2eac88fec93bca62
8211R01001,2022,P-40,net_procurement_p1,USD_millions,,to_complete,to_complete,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e15cab87e42471c3
8211R01001,2022,P-40,net_procurement_p1,USD_millions,,total,total,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4b8709a9dfeb18da
8211R01001,2022,P-40,total_obligation_authority,USD_millions,,prior_years,prior_year,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4fc64749e80f9938
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2020,actual,actual,14.185,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e3201cd9abf0238c
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2021,enacted,enacted,76.576,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,6533de4a25d5ac6a
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2022,request_base,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,081ad126de0bd521
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2022,request_oco,request,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,19e0d392ed8c1f87
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2022,request_total,request,76.66,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,3086ffba10282a67
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,54608f76cf095ad2
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,690065c60d5627d1
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,8f0c5bf1cc1f3654
8211R01001,2022,P-40,total_obligation_authority,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,eb39ed4050833b6e
8211R01001,2022,P-40,total_obligation_authority,USD_millions,,to_complete,to_complete,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,af690f4e2fea2ca8
8211R01001,2022,P-40,total_obligation_authority,USD_millions,,total,total,0.0,then_year,384,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,0b8d4faab6320ed6
9552ML5355,2022,P-40,procurement_qty,units,,prior_years,prior_year,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,478a8b0733d9a36c
9552ML5355,2022,P-40,procurement_qty,units,2020,actual,actual,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,8bd90a529a27076a
9552ML5355,2022,P-40,procurement_qty,units,2021,enacted,enacted,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,192fb2ea198391dc
9552ML5355,2022,P-40,procurement_qty,units,2022,request_base,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,01f51ee8326e4fd2
9552ML5355,2022,P-40,procurement_qty,units,2022,request_oco,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,5c6f99940104fcca
9552ML5355,2022,P-40,procurement_qty,units,2022,request_total,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d23955d748c56e65
9552ML5355,2022,P-40,procurement_qty,units,2023,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4fb9342df41b67cc
9552ML5355,2022,P-40,procurement_qty,units,2024,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d5782670c4396300
9552ML5355,2022,P-40,procurement_qty,units,2025,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,25e14048e03eedce
9552ML5355,2022,P-40,procurement_qty,units,2026,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,484e54e4d44e732b
9552ML5355,2022,P-40,procurement_qty,units,,to_complete,to_complete,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,20a00ef90b229b12
9552ML5355,2022,P-40,procurement_qty,units,,total,total,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,f87eccf926fd4a30
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,,prior_years,prior_year,185.781,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,1272fea6b68ab936
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2020,actual,actual,6.92,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,147fa6ac74610e97
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2021,enacted,enacted,1.844,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,bd7922e2e98f2efb
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_base,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,cb59474c3fc9d737
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_oco,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,90a5beb667e7dd2e
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2022,request_total,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e21e6b4fb8656e9a
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,0f108ced498325de
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,db7870575086d245
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,99f48ce7f1fc5038
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,afef1e01f1dc3f48
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,,to_complete,to_complete,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,cd8afd8833a444ab
9552ML5355,2022,P-40,gross_weapon_system_cost,USD_millions,,total,total,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,4169db3b45d0f3fd
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,,prior_years,prior_year,185.781,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,9e7a1e3b9812e075
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2020,actual,actual,6.92,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,5e485e20040d3d16
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2021,enacted,enacted,1.844,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,50141a00b288a0fb
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2022,request_base,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d460325756edc116
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2022,request_oco,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e8ade3f13c3b8dec
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2022,request_total,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,45e58a930d470fcc
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,a24347ab6c7d2b44
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,9dc07f27a2b746ea
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,f78e5f23128bc2c7
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,d60379595b07d6cf
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,,to_complete,to_complete,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,48b98015ebb8fe15
9552ML5355,2022,P-40,net_procurement_p1,USD_millions,,total,total,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2689b07808984cbd
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,,prior_years,prior_year,185.781,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,40391221b4165a05
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2020,actual,actual,6.92,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,86165643bb5cc88c
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2021,enacted,enacted,1.844,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,691560b37011c49d
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2022,request_base,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,6044c6f8ffeca912
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2022,request_oco,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,2080c046a8336b2e
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2022,request_total,request,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,0a8ba9872ab3cc0b
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,5db723713c87b758
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,5c7d6a31ac900619
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,92233c4210cc1213
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,dd7da0d44a00bfdc
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,,to_complete,to_complete,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,e0d218111751ace9
9552ML5355,2022,P-40,total_obligation_authority,USD_millions,,total,total,0.0,then_year,393,BUD-OPA34-FY2022,army-budget-extract-2026-06-20,6475ed2b97305b37
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,,prior_years,prior_year,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,d6dc064fe86a5c4d
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2020,actual,actual,7.081,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,8fad95ce4d765f33
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2021,enacted,enacted,8.587,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,1afa10853881a89c
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2022,request_base,request,7.055,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,785333800758f7fc
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2022,request_oco,request,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,b31530013feb9c64
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2022,request_total,request,7.055,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,384e4e636f68cad8
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2023,outyear,outyear_estimate,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,9a03cc348286a1b8
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2024,outyear,outyear_estimate,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,3af9a6f623559045
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2025,outyear,outyear_estimate,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,45db060e9f869a40
RDTE-0603804A,2022,R-2,rdte_cost,USD_millions,2026,outyear,outyear_estimate,0.0,then_year,311,BUD-RDTE_BA4-FY2022,army-budget-extract-2026-06-20,d1a8fedc3c1441c4
