action_date,war_gov_id,source_url,piid,in_scope_ddg_piid,amount_usd,prime,prime_location,expected_completion,pop_biw_site_pct,pop_ingalls_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_ddg_new_construction_tam,program_refined,ddg_relevance
2023-06-16,3431392,https://www.defense.gov/News/Contracts/Contract/Article/3431392/  (via web.archive.org),,no,11983156,The Boeing Co.,"St. Louis, Missouri",,0.0,0.0,99.0,0.0,"Work will be performed in St. Charles, Missouri 44% | St. Louis, Missouri 26% | Salt Lake City, Utah 12% | Minneapolis, Minnesota 4% | Joplin, Missouri 2% | Piedmont, Missouri 2% | Orlando, Florida 2% | Cedar Rapids, Iowa 2% | Chandler, Arizona 1% | Berea, Ohio 1% | Wichita, Kansas 1% | Albuquerque, New Mexico 1% | Chatsworth, California 1%","The Boeing Co., St. Louis, Missouri, is awarded a $11,983,156 firm-fixed-price, cost-plus-fixed-fee, and cost modification to previously awarded contract N00024-22-C-6407 to exercise options for the production of High Altitude Anti-Submarine Warfare (ASW) Weapon Capability (HAAWC) Air Launch Accessory (ALA) equipment, production support material (PSM), and related engineering and hardware support. Work will be performed in St. Charles, Missouri (44%); St. Louis, Missouri (26%); Salt Lake City, Utah (12%); Minneapolis, Minnesota (4%); Joplin, Missouri (2%); Piedmont, Missouri (2%); Orlando, Florida (2%); Cedar Rapids, Iowa (2%); Chandler, Arizona (1%); Berea, Ohio (1%); Wichita, Kansas (1%); Albuquerque, New Mexico (1%); Lexington, Kentucky, (1%); and Chatsworth, California (1%), and is expected to be completed by Dec. 31, 2025. Fiscal 2023 weapons procurement (Navy) funds in the amount of $11,844,383 (99%) will be obligated at time of award and will not expire at the end of the current fiscal year. Fiscal 2021 weapons procurement (Navy) funds in the amount of $138,773 (1%) will be obligated at time of award and will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,other,,,no,non_ddg,no
2023-06-22,3436245,https://www.defense.gov/News/Contracts/Contract/Article/3436245/  (via web.archive.org),,no,46333112,Austal USA,"Mobile, Alabama",June 2024,0.0,0.0,100.0,0.0,"Littoral Combat Ships Class design support and integrated data and product model environment support. Work will be performed in Mobile, Alabama 60% | Pittsfield, Massachusetts 40%","Austal USA, Mobile, Alabama, is awarded a $46,333,112 cost-plus-fixed-fee, firm-fixed-price, and cost-only modification to previously awarded contract N00024-17-C-2301 to exercise an option for Littoral Combat Ships Class design support and integrated data and product model environment support. Work will be performed in Mobile, Alabama (60%); and Pittsfield, Massachusetts (40%), and is expected to be completed by June 2024. Fiscal 2018 (75%) shipbuilding and conversion (Navy) funds will be obligated at time of award and will not expire at the end of the current fiscal year. Fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $2,000,000 (25%) will be obligated at time of award and will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2023-06-22,3436245,https://www.defense.gov/News/Contracts/Contract/Article/3436245/  (via web.archive.org),,no,10370712,Laurel Technologies Partnership,"Johnstown, Pennsylvania",February 2024,0.0,0.0,100.0,0.0,"Johnstown, Pennsylvania 100% [parsed from single-site]","Laurel Technologies Partnership, Johnstown, Pennsylvania, is awarded a $10,370,712 firm-fixed-price modification to previously awarded contract N6339420C0008 to exercise options for Programmable Power Supply (PPS) MK 179 Mod 0 production in support of the MK 41 Vertical Launching System. Work will be performed in Johnstown, Pennsylvania, and is expected to be completed by February 2024. Fiscal 2023 other procurement (Department of Defense) funds in the amount of $5,185,356 (50%); fiscal 2023 other procurement (Navy) funds in the amount of $3,889,017 (38%); and fiscal 2023 research, development, test and evaluation (Department of Defense) funds in the amount of $1,296,339 (12%), will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Surface Warfare Center Port Hueneme Division, Port Hueneme, California, is the contracting activity.",ddg_gfe_vls,ddg_gfe_vls,component_procurement,,,yes,ddg_gfe_vls,yes_supplier_or_gfe
2023-06-27,3441068,https://www.defense.gov/News/Contracts/Contract/Article/3441068/  (via web.archive.org),,no,188482241,Lockheed Martin Rotary and Mission Systems,"Manassas, Virginia",,0.0,0.0,100.0,0.0,"Work will be performed in Manassas, Virginia 65% | Clearwater, Florida 32% | Syracuse, New York 2% | Marion, Florida 1%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, is awarded a $188,482,241 cost-plus-incentive-fee contract modification to previously awarded contract N00024-20-C-6117 to exercise options for Navy engineering design, development and supporting material, travel, and subsistence. Work will be performed in Manassas, Virginia (65%); Clearwater, Florida (32%); Syracuse, New York (2%); and Marion, Florida (1%), and is expected to be completed by Sept. 30, 2024. Fiscal 2023 other procurement (Navy), funds in the amount of $5,800,766 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington Navy Yard, Washington, D.C., is the contracting activity.",unknown,,design,design;engineering,Y,no,non_ddg,no
2023-06-30,3446601,https://www.defense.gov/News/Contracts/Contract/Article/3446601/  (via web.archive.org),,no,57269379,Raytheon Missiles and Defense,"Tucson, Arizona",July 2026,0.0,0.0,51.0,0.0,"Tucson, Arizona 13% | Huntsville, Alabama 9% | Louisville, Kentucky 9% | Moorepark, California 8% | Moonachie, New Jersey 4% | Berryville, Arkansas 3% | Tulsa, Oklahoma 3% | Miami, Florida 2%","Raytheon Missiles and Defense, Tucson, Arizona, is awarded a $57,269,379 firm-fixed-price modification to previously-awarded contract N00024-21-C-5401 for fiscal 2023 U.S. and German Navy German Rolling Airframe Missile (RAM) Mod 5 Guided Missile Launching System (GMLS) requirements and spares. This contract is to procure material, fabricate parts, assemble, test, and deliver RAM MK 49 Mod 5 GMLSs, GMLS Ordnance Alteration (ORDALT) Kits, and spare parts. Work will be performed in Ottobrunn, Germany, (40%); Tucson, Arizona (13%); Huntsville, Alabama (9%); Louisville, Kentucky (9%); Moorepark, California (8%); Moonachie, New Jersey (4%); Berryville, Arkansas (3%); Tulsa, Oklahoma (3%); Miami, Florida (2%); and various other U.S. locations (cumulative of 9%), and is expected to be completed by July 2026. Fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $37,365,646 (65%); German Navy funds in the amount of $9,014,496 (16%); fiscal 2023 other procurement (Navy) funds in the amount of $7,423,113 (13%); fiscal 2022 weapons procurement funds in the amount of $1,658,250 (3%); Foreign Military Sales funds in the amount of $583,874 (1%); fiscal 2017 shipbuilding and conversion (Navy) funds in the amount of $500,000 (1%); fiscal 2023 research, test, development and evaluation funds in the amount of $500,000 (1%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $100,000 (less than 1%); fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $100,000 (less than 1%); and fiscal 2022 other procurement (Navy) funds in the amount of $24,000 (less than 1%) will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,component_procurement,component_procurement;fms,Y,no,ddg_gfe_weapons,borderline
2023-07-06,3450547,https://www.defense.gov/News/Contracts/Contract/Article/3450547/  (via web.archive.org),,no,13395858,,,December 2027,0.0,0.0,100.0,0.0,"Work will be performed in Liverpool, New York 78% | Lansdale, Pennsylvania 22%","Lockheed Martin, Rotary and Missions Systems, Liverpool, New York, was awarded a $13,395,858 firm-fixed-price modification to previously-awarded contract N00024-20-C-5503 for provisioned item spares in support of the full rate production of Surface Electronic Warfare Improvement Program AN/SLQ-32(V)6 and AN/SLQ-32C(V)6 systems. Work will be performed in Liverpool, New York (78%); and Lansdale, Pennsylvania (22%), and is expected to be completed by December 2027. Fiscal 2023 other procurement (Navy) funds in the amount of $8,280,482 (62%); fiscal 2021 other procurement (Navy) funds in the amount of $4,199,648 (31%); fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $833,153 (6%); and fiscal 2018 shipbuilding and conversion (Navy) in the amount of $82,575 (1%) will be obligated at time of award, of which $4,282,223 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2023-07-06,3450547,https://www.defense.gov/News/Contracts/Contract/Article/3450547/  (via web.archive.org),,no,11879879,Raytheon Missiles & Defense,"Tewksbury, Massachusetts",October 2024,0.0,0.0,100.0,0.0,"Work will be performed in Portsmouth, Rhode Island 80% | Burlington, Massachusetts 20%","Raytheon Missiles & Defense, Tewksbury, Massachusetts, was awarded an $11,879,879 firm-fixed-price modification to previously awarded contract N00024-22-C-5522 for a technical refresh of DDG-1000 Total Ship Computing Environment Hardware in support of Conventional Prompt Strike integration and land based test site equipment. This contract modification includes options which, if exercised, would bring the cumulative value of this contract modification to $41,381,848. Work will be performed in Portsmouth, Rhode Island (80%); and Burlington, Massachusetts (20%), and is expected to be completed by October 2024. If all options are exercised, work will continue through May 2026. Fiscal 2023 other procurement (Navy) funds in the amount of $11,879,879‬ will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg1000,ddg1000,other,,,no,non_ddg,no
2023-07-19,3464499,https://www.defense.gov/News/Contracts/Contract/Article/3464499/  (via web.archive.org),,no,36342898,,,April 2026,0.0,0.0,100.0,0.0,"The contract will support the next generation of the Program Executive Office Unmanned and Small Combatants Unmanned Maritime Systems Program Office Razorback UUV program and the Expeditionary Missions Program Office Viperfish Maritime Expeditionary Mine Countermeasures UUV program. Work will be performed in Fall River, Massachusetts 80% | Lynwood, Washington 16% | Arlington, Virginia 3% | Newport, Rhode Island 1%","Leidos, Inc., Reston, Virginia, is awarded a $36,342,898 modification to previously awarded contract N00024-22-C-6303 to exercise an option for fabrication, test, and delivery of four Medium Unmanned Undersea Vehicle (UUV) engineering development models and associated data and equipment. The contract will support the next generation of the Program Executive Office Unmanned and Small Combatants Unmanned Maritime Systems Program Office Razorback UUV program and the Expeditionary Missions Program Office Viperfish Maritime Expeditionary Mine Countermeasures UUV program. Work will be performed in Fall River, Massachusetts (80%); Lynwood, Washington (16%); Arlington, Virginia (3%); and Newport, Rhode Island (1%), and is expected to be completed by April 2026. Fiscal 2023 research, development, test and evaluation (Navy) funds in the amount of $12,000,000 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",surface_other,surface_other,other,,,no,non_ddg,no
2023-07-19,3464499,https://www.defense.gov/News/Contracts/Contract/Article/3464499/  (via web.archive.org),,no,17773292,BAE Systems Land & Armaments L.P.,"Minneapolis, Minnesota",March 2026,0.0,0.0,100.0,0.0,"These gun mounts will be installed on a coast guard offshore patrol cutter and a Navy Constellation class frigate. Work will be performed in Karlskoga, Sweden 99% | Louisville, Kentucky 1%","BAE Systems Land & Armaments L.P., Minneapolis, Minnesota, is awarded a $17,773,292 modification to previously awarded contract N00024-20-C-5300 for the procurement of two additional MK 110 Mod 0 Gun Mounts (GM), ammunition hoists, and associated hardware. The MK 110 GM is a multi-purpose, medium caliber gun designed to engage surface, air and missile targets. These gun mounts will be installed on a coast guard offshore patrol cutter and a Navy Constellation class frigate. Work will be performed in Karlskoga, Sweden (99%); and Louisville, Kentucky (1%), and is expected to be completed by March 2026. Fiscal 2023 weapons procurement (Navy) funds in the amount of $8,953,319 (50%); and fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $8,819,973 (50%) will be obligated at time of award, and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_guns,ddg_gfe_guns;surface_other,component_procurement,component_procurement,,no,non_ddg,no
2023-07-24,3469104,https://www.defense.gov/News/Contracts/Contract/Article/3469104/  (via web.archive.org),N00024-23-D-4107,no,528381355,Huntington Ingalls Inc. Newport News Shipbuilding,"Newport News, Virginia",July 2028,0.0,0.0,0.0,0.0,,"Huntington Ingalls Inc. Newport News Shipbuilding, Newport News, Virginia, was awarded a $528,381,355 cost-plus-fixed-fee, cost-plus-award fee, cost-plus-incentive-fee, indefinite-delivery/indefinite-quantity contract to support emergent work, continuous maintenance availabilities, pre-refueling complex overhaul availabilities, and Chief of Naval Operations scheduled availabilities for Navy aircraft carriers homeported in and visiting the San Diego, California, area. Work is expected to be completed by July 2028. No funds will be obligated at the time of award; funds will be obligated on individual orders as they are issued. This contract was competitively procured and solicited via the System for Award Management website. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-D-4107).",unknown,,sustainment_maintenance,sustainment_maintenance;repair_overhaul,Y,no,non_ddg,no
2023-07-25,3470600,https://www.defense.gov/News/Contracts/Contract/Article/3470600/  (via web.archive.org),,no,17659231,HII Fleet Support Group LLC,"Virginia Beach, Virginia",,0.0,0.0,100.0,0.0,"Newport News, Virginia 100% [parsed from single-site]","HII Fleet Support Group LLC, Virginia Beach, Virginia, was awarded a $17,659,231 cost-plus-fixed-fee award delivery order N62793-23-F-0006 off of contract N00024-21-D-4114 providing execution support for USS John C. Stennis Refueling Complex Overhaul, Carrier Engineering Maintenance Assist Team (CEMAT). Contractor support includes providing assistance to ship&#39;s force in the preparation, evaluation, and execution of work required; specifically providing technical guidance pertaining to maintenance execution; providing technical in-process review of work and assisting ship's force to complete corrective action for identified items; maintaining continuing status of jobs assigned for CEMAT technical assistance and changes of equipment material condition; and where specified providing hands on instruction in fault identification and application of current maintenance/repair techniques in accordance with Section C of contract N00024-21-D-4114. Work will be performed in Newport News, Virginia, and is expected to be completed by July 14, 2024. Fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $17,659,231 were obligated at time of award and will expire at the end of fiscal 2028. The Supervisor of Shipbuilding, Conversion and Repair, Navy, Newport News, Virginia, is the contracting activity.",unknown,,repair_overhaul,repair_overhaul,,no,non_ddg,no
2023-07-26,3472359,https://www.defense.gov/News/Contracts/Contract/Article/3472359/  (via web.archive.org),,no,19152106,,,July 2024,0.0,0.0,100.0,0.0,"Navy Submarines. Work will be performed in Manassas, Virginia 65% | Middletown, Rhode Island 25% | San Diego, California 10%","(Awarded July 24, 2023) Progeny Systems LLC, Manassas, Virginia, is awarded a $19,152,106 cost-plus-fixed-fee modification to previously awarded contract N00024-18-C-6265 to exercise options for engineering and technical services for software development, and hardware and software integration to Navy Submarines. Work will be performed in Manassas, Virginia (65%); Middletown, Rhode Island (25%); and San Diego, California (10%), and is expected to be completed by July 2024. Fiscal 2023 research, development, test, and evaluation (Navy) funds in the amount of $3,309,053 (82%); fiscal 2023 National Sea-Based Deterrence Funds in the amount of $659,996 (16%); and fiscal 2023 operations and maintenance (Navy) funds in the amount of $94,960 (2%), will be obligated at time of award, of which $94,960 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,engineering,engineering,,no,non_ddg,no
2023-07-26,3472359,https://www.defense.gov/News/Contracts/Contract/Article/3472359/  (via web.archive.org),,no,8349013,Lockheed Martin Rotary and Mission Systems,"Manassas, Virginia",February 2025,3.0,6.0,83.0,0.0,"AEGIS Weapon System. Work will be performed in Moorestown, New Jersey 49% | Norfolk, Virginia 15% | San Diego, California 8% | Washington, D.C. 7% | Pascagoula, Mississippi 6% | Mayport, Florida 4% | Bath, Maine 3%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, is awarded an $8,349,013 cost-plus-incentive-fee modification to previously-awarded contract N00024-15-C-5151 to exercise options for shipboard integration and test of the AEGIS Weapon System. Work will be performed in Moorestown, New Jersey (49%); Norfolk, Virginia (15%); San Diego, California (8%); Washington, D.C. (7%); Pascagoula, Mississippi (6%); Mayport, Florida (4%); Bath, Maine (3%); and various places each below one percent (8%), and is expected to be completed by February 2025. Fiscal 2016 shipbuilding and conversion, Navy funds in the amount $4,516,523 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_aegis,ddg_gfe_aegis,component_procurement,,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2023-07-27,3473809,https://www.defense.gov/News/Contracts/Contract/Article/3473809/  (via web.archive.org),N00024-22-C-6407,no,12741430,Northrop Grumman Systems Corp.,"San Diego, California",October 2025,0.0,0.0,100.0,0.0,"San Diego, California 100% [parsed from single-site]","Northrop Grumman Systems Corp., San Diego, California, is awarded a $12,741,430 firm-fixed-price modification to previously awarded contract N00024-17-C-6327 to procure materials for Joint Counter Radio-Controlled Improvised Explosive Device Electronic Warfare Systems. Work will be performed in San Diego, California, and is expected to be completed by October 2025. Fiscal 2023 other procurement, Navy funds in the amount of $10,714,685 (84%); and fiscal 2023 research, development, test and evaluation, Navy funds in the amount of $1,721,159 (14%) will be obligated at time of award and will not expire at the end of the fiscal year. Fiscal 2023 operations and maintenance, Navy funds in the amount of $305,586 (2%) will be obligated at time of award and will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-22-C-6407).",unknown,,other,,,no,non_ddg,no
2023-07-28,3475675,https://www.defense.gov/News/Contracts/Contract/Article/3475675/  (via web.archive.org),,no,9870402,,,January 2025,0.0,0.0,100.0,0.0,"Accelerate the Procurement and Fielding of Innovative Technologies program to expeditiously transition technologies from development into production. Work will be performed in Baltimore, Maryland 74% | Essington, Pennsylvania 26%","Maritime Applied Physics Corp.,* Baltimore, Maryland, is awarded a $9,870,402 firm-fixed-price modification to previously-awarded Small Business Innovative Research Phase III contract N00024-22-C-2228 for Global Advanced Reconnaissance Craft (GARC), Unmanned Multirotor Areal Relay Vehicles, and other GARC payloads. The award is in conjunction with the Fiscal 2023 appropriation for the Accelerate the Procurement and Fielding of Innovative Technologies program to expeditiously transition technologies from development into production. Work will be performed in Baltimore, Maryland (74%); and Essington, Pennsylvania (26%), and is expected to be completed by January 2025. Fiscal 2023 Defense-Wide Procurement funds in the amount of $9,870,402 will be obligated at time of award and will not expire at the end of the current fiscal year. The contract was not competitively procured in accordance with 10 U.S. Code 3204 (a)(5) (authorized or required by statute). The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-22-C-2228-P0006).",unknown,,other,,,no,non_ddg,no
2023-08-01,3479250,https://www.defense.gov/News/Contracts/Contract/Article/3479250/  (via web.archive.org),N00024-23-C-2305,yes,,Bath Iron Works,"Bath, Maine",December 2033,69.0,0.0,10.0,0.0,"Work will be performed in Bath, Maine 69% | Cincinnati, Ohio 4% | Walpole, Massachusetts 4% | South Portland, Maine 1% | Falls Church, Virginia 1%","Bath Iron Works, Bath, Maine, is awarded a fixed-price incentive (firm target) multiyear contract for construction of three DDG 51 class ships one each in fiscal 2023, 2024, and 2026. This contract includes options for engineering change proposals, design budgeting requirements, and post-delivery availabilities on the awarded firm multiyear ships. This contract also includes options for construction of additional DDG 51 class ships, which may be subject to future competition in accordance with the terms and conditions of the contract. Therefore, the dollar values associated with the multiyear contract are considered source selection sensitive information and will not be made public at this time (see 41 U.S. Code 2101, et seq., Federal Acquisition Regulation (FAR) 2.101 and FAR 3.104). Work will be performed in Bath, Maine (69%); Cincinnati, Ohio (4%); Walpole, Massachusetts (4%); York, Pennsylvania (2 %); South Portland, Maine (1%); Falls Church, Virginia (1%); and other locations below 1% (collectively totaling 19%), and is expected to be completed by December 2033. Fiscal 2022 and 2023 shipbuilding and conversion, Navy funding will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was procured via a limited competition between Huntington Ingalls Inc., and Bath Iron Works pursuant to U.S. Code 3204 (a) (3) (A) and FAR 6.302-3 (Industrial Mobilization), with two offers received. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-2305).",ddg51,ddg51,construction,sustainment_maintenance,,yes,ddg51,yes_new_construction
2023-08-01,3479250,https://www.defense.gov/News/Contracts/Contract/Article/3479250/  (via web.archive.org),N00024-23-C-2307,yes,,,,June 2034,0.0,77.0,0.0,0.0,"Work will be performed in Pascagoula, Mississippi 77%","Huntington Ingalls Inc., Ingalls Shipbuilding, Pascagoula, Mississippi, is awarded a fixed-price incentive (firm-target) multiyear contract for construction of six DDG 51 class ships - one in fiscal 2023, one in fiscal 2024, two in fiscal 2025, one in fiscal 2026, and one in fiscal 2027. This contract includes options for engineering change proposals, design budgeting requirements, and post-delivery availabilities on the awarded firm multiyear ships. This contract includes options for construction of additional DDG 51 class ships, which may be subject to future competition in accordance with the terms and conditions of the contract. Therefore, the dollar values associated with the multiyear contract are considered source selection sensitive information and will not be made public at this time (see 41 U.S. Code 2101, et seq., Federal Acquisition Regulation (FAR) 2.101 and FAR 3.104). Work will be performed in Pascagoula, Mississippi (77%); and other locations below 1 percent (collectively totaling 23%), and is expected to be completed by June 2034. Fiscal 2022 and 2023 shipbuilding and conversion, Navy funding will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was procured via a limited competition between Huntington Ingalls Inc., and Bath Iron Works pursuant to U.S Code 3204 (a) (3) (A) and FAR 6.302-3 (Industrial Mobilization), with two offers received. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-2307).",ddg51,ddg51,construction,sustainment_maintenance,,yes,ddg51,yes_new_construction
2023-08-02,3480934,https://www.defense.gov/News/Contracts/Contract/Article/3480934/  (via web.archive.org),,no,16672953,Fincantieri Marinette Marine,"Marinette, Wisconsin",,0.0,0.0,100.0,0.0,"Constellation-class frigate. Work will be performed in Camden, New Jersey 75.53% | Houston, Texas 14.66% | Mokena, Illinois 2.31% | Marinette, Wisconsin 7.50%","Fincantieri Marinette Marine, Marinette, Wisconsin, is awarded a $16,672,953 firm-fixed-fee modification to previously awarded contract N00024-20-C-2300 for procurement of long-lead time material for the land based engineering site for the Constellation-class frigate. Work will be performed in Camden, New Jersey (75.53%); Houston, Texas (14.66%); Mokena, Illinois (2.31%); and Marinette, Wisconsin (7.50%), and is expected to be completed by Oct. 1, 2025. Fiscal 2023 shipbuilding and conversion (Navy) funding in the amount of $16,672,953 will be obligated at the time of award and will not expire at the end of the current fiscal year. The Supervisor of Shipbuilding, Conversion, and Repair, Bath, Maine, is the contracting activity.",surface_other,surface_other,lltm_early_mfg,lltm_early_mfg,,no,non_ddg,no
2023-08-03,3482689,https://www.defense.gov/News/Contracts/Contract/Article/3482689/  (via web.archive.org),,no,39779145,General Dynamics Electric Boat Corp.,"Groton, Connecticut",June 2025,0.0,0.0,0.0,0.0,,"General Dynamics Electric Boat Corp., Groton, Connecticut, is awarded a not-to-exceed $39,779,145 undefinitized contract action modification to previously awarded contract N00024-20-C-2120 for lead yard support and development studies and design efforts related to Virginia class submarines. Work will be performed in the continental U.S. and is expected to be completed by June 2025. Fiscal 2023 research, development, test, and evaluation, Navy funds in the amount of $19,889,572 will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was not competitively procured. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",va,va;sub_other,lead_yard,lead_yard;design,Y,no,non_ddg,no
2023-08-04,3484130,https://www.defense.gov/News/Contracts/Contract/Article/3484130/  (via web.archive.org),N00024-23-C-4307,no,40125753,General Dynamics Electric Boat,"Groton, Connecticut",August 2024,0.0,0.0,100.0,0.0,"Groton, Connecticut 100% [parsed from single-site]","General Dynamics Electric Boat, Groton, Connecticut, is awarded a $40,125,753 cost-plus-fixed-fee contract for Nuclear Regional Maintenance Department support at Naval Submarine Base, New London, Connecticut. This contract includes options which, if exercised, would bring the cumulative value of this contract to $183,145,187. All work will be performed in Groton, Connecticut, and is expected to be completed by August 2024. If all options are exercised, work will continue through August 2028. Fiscal 2023 operations and maintenance, Navy funds in the amount of $16,000,000 will be obligated at time of award and will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1), only one responsible source and no other supplies and services will satisfy agency requirements. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-4307).",sub_other,sub_other,other,,,no,non_ddg,no
2023-08-04,3484130,https://www.defense.gov/News/Contracts/Contract/Article/3484130/  (via web.archive.org),,no,10763572,,,December 2023,0.0,0.0,100.0,0.0,"Moorestown, New Jersey 100% [parsed from single-site]","Lockheed Martin Corp., Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $10,763,572 cost-plus-incentive-fee modification to previously awarded contract N00024-23-C-5123 for engineering support, software development, in-service maintenance, integration, and logistics and fielding support for AEGIS combat system configurations already delivered or in the process of being delivered to the Navy fleet. Work will be performed in Moorestown, New Jersey, and is expected to be completed by December 2023. Fiscal 2023 research, development, test and evaluation, Navy funds in the amount of $5,285,175 (49%); fiscal 2023 research, development, test & evaluation in the amount of $192,003 (2%); fiscal 2023 other procurement, Navy funds in the amount of $4,325,605 (40%); and fiscal 2023 weapons procurement, Navy funds in the amount of $960,789 (9%), will be obligated at time of award and do not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_aegis,ddg_gfe_aegis,component_procurement,engineering,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2023-08-07,3486121,https://www.defense.gov/News/Contracts/Contract/Article/3486121/  (via web.archive.org),N00024-23-D-4116,no,25000000,,,,0.0,0.0,0.0,0.0,,"Bowhead Marine Support Services LLC,* Springfield, Virginia, is being awarded a $25,000,000 firm-fixed-price, indefinite-delivery/indefinite-quantity contract to provide the Navy and eligible foreign partner nations access to a broad range of services and materials associated with the acquisition, operation, and maintenance of small boat maritime assets. Work under this contract will be performed world-wide; specific locations will not be known until the requirements are identified by the Navy or eligible foreign partner nations through orders under the contract (ordering will be through August 6, 2028). This contract combines purchases for the Navy (25%); and various foreign partner nations (75%), under the Foreign Military Sales program. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(5) (a statute expressly authorizes or requires that the procurement be made through another agency or from a specified source). The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-D-4116).",unknown,,fms,fms,,no,non_ddg,no
2023-08-07,3486121,https://www.defense.gov/News/Contracts/Contract/Article/3486121/  (via web.archive.org),,no,22271829,,,October 2024,0.0,0.0,100.0,0.0,"Tacoma, Washington 100% [parsed from single-site]","Safe Boats International LLC,* Bremerton, Washington, is awarded a $22,271,829 firm-fixed-price modification to previously-awarded contract N00024-21-C-2201 for the exercise of options for procurement and installation of six Gun Weapon Systems onto the Island Class patrol boats with spares. Work will be performed in Tacoma, Washington, and is expected to be completed by October 2024. Foreign Military Financing (Ukraine) funds in the amount of $22,271,829 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,fms,fms,,no,non_ddg,no
2023-08-07,3486121,https://www.defense.gov/News/Contracts/Contract/Article/3486121/  (via web.archive.org),,no,9529812,,,,0.0,0.0,100.0,0.0,"Norfolk, Virginia 100% [parsed from single-site]","(Awarded Aug. 3, 2023) General Dynamics NASSCO-Norfolk, Norfolk, Virginia, is awarded a $9,529,812 modification to previously awarded cost-plus-award-fee, cost-plus-incentive-fee contract N00024-16-C-4306 for the USS George H.W. Bush (CVN-77) fiscal 2023 continuous maintenance availability. Work will be performed in Norfolk, Virginia, and is expected to be completed December 2023. Fiscal 2023 operations and maintenance, Navy funds in the amount of $9,529,812 will be utilized in support of this modification. Mid-Atlantic Regional Maintenance Center, Norfolk, Virginia, is the contracting activity.",cvn,cvn,sustainment_maintenance,sustainment_maintenance,,no,non_ddg,no
